date,latitude,longitude,water_temperature_celsius,temperature_drop_celsius,skin_ice_temperature_celsius,barometric_pressure_mb,rainfall_mm,month,fishing_opportunity,disaster_risk
2022-03-10 18:00:00,52.5682,36.2344,17.61,4.02,17.25,1016.09,3.34,3,1,0
2022-03-11 00:00:00,65.9233,87.6938,11.56,7.11,10.47,1009.85,0.21,3,1,0
2022-03-11 06:00:00,59.2484,2.2558,11.48,5.44,10.71,1027.57,5.34,3,1,0
2022-03-11 12:00:00,61.5885,48.2775,10.73,8.98,9.21,1006.61,9.23,3,1,0
2022-03-11 18:00:00,65.8107,-154.4644,14.3,1.4,11.4,1007.58,6.37,3,1,0
2022-03-12 00:00:00,70.0502,-88.419,8.27,5.7,6.55,1014.17,8.86,3,1,0
2022-03-12 06:00:00,45.2098,-49.7329,19.21,5.25,16.54,1023.58,1.12,3,1,0
2022-03-12 12:00:00,46.9012,-9.9024,9.33,8.93,7.38,1008.82,10.99,3,1,0
2022-03-12 18:00:00,34.2292,-163.5665,5.15,2.38,3.72,1011.67,1.94,3,1,0
2022-03-13 00:00:00,56.0226,-129.5913,11.84,5.9,9.27,1018.39,0.07,3,1,0
2022-03-13 06:00:00,31.6174,-80.3468,20.99,7.23,19.57,1012.91,9.27,3,1,0
2022-03-13 12:00:00,50.9519,169.7518,22.75,2.16,20.14,1011.33,14.22,3,1,0
2022-03-13 18:00:00,54.419,-60.7151,17.34,7.78,16.46,1015.83,5.33,3,1,0
2022-03-14 00:00:00,42.8944,-6.4652,11.79,1.47,11.41,1014.36,1.32,3,1,0
2022-03-14 06:00:00,56.5875,-109.4048,19.59,6.4,17.02,1018.15,1.45,3,1,0
2022-03-14 12:00:00,31.3725,39.8808,15.43,8.42,13.67,1019.46,3.14,3,1,0
2022-03-14 18:00:00,31.6807,-78.954,3.39,7.42,0.72,1014.54,11.41,3,1,0
2022-03-15 00:00:00,67.017,-105.4827,20.87,3.93,18.06,1014.46,0.81,3,1,0
2022-03-15 06:00:00,46.2086,5.9661,20.69,0.79,20.53,1014.07,8.74,3,1,0
2022-03-15 12:00:00,35.7177,-178.0179,10.86,8.77,9.36,1015.45,1.72,3,1,0
2022-03-15 18:00:00,53.5009,-177.2409,10.05,5.26,8.92,1013.28,8.27,3,1,0
2022-03-16 00:00:00,64.6497,-101.1352,10.45,1.69,8.57,1013.0,12.65,3,1,0
2022-03-16 06:00:00,39.7119,-166.7803,8.06,7.21,5.68,1018.98,2.79,3,1,0
2022-03-16 12:00:00,58.0301,-141.1107,11.18,5.24,10.34,1020.58,2.27,3,1,0
2022-03-16 18:00:00,33.8406,-58.0102,19.42,1.55,17.75,1005.46,8.1,3,1,0
2022-03-17 00:00:00,32.3257,108.9308,8.07,3.41,5.95,1013.05,3.77,3,1,0
2022-03-17 06:00:00,53.911,25.9375,24.87,0.53,24.46,1009.56,5.77,3,0,0
2022-03-17 12:00:00,54.3286,4.5604,21.53,4.94,19.09,1011.45,4.88,3,1,0
2022-03-17 18:00:00,58.6843,-74.344,21.52,5.32,19.7,1015.01,0.83,3,1,0
2022-03-18 00:00:00,62.6741,155.4313,25.94,3.95,23.09,1016.35,9.31,3,1,0
2022-03-18 06:00:00,73.9133,-37.0746,5.23,8.51,4.21,1012.44,1.09,3,0,0
2022-03-18 12:00:00,53.2335,-148.6466,17.78,7.61,17.46,1003.43,13.46,3,1,0
2022-03-18 18:00:00,44.533,42.1439,18.37,5.59,16.85,1008.17,1.44,3,1,0
2022-03-19 00:00:00,65.7834,-139.0182,22.57,0.34,22.31,1017.48,6.62,3,0,0
2022-03-19 06:00:00,42.1875,-55.7197,17.28,6.33,14.38,999.3,1.67,3,1,1
2022-03-19 12:00:00,49.7537,2.6683,10.2,4.82,10.08,1018.94,1.91,3,1,0
2022-03-19 18:00:00,33.5305,134.7201,22.19,4.81,19.93,1015.61,1.86,3,0,0
2022-03-20 00:00:00,31.1408,-2.3232,9.14,6.78,7.57,1019.58,6.89,3,1,0
2022-03-20 06:00:00,73.3192,72.8132,24.64,2.84,23.54,1012.01,4.07,3,1,0
2022-03-20 12:00:00,67.6191,177.4141,20.27,7.81,20.07,1002.69,10.73,3,1,0
2022-03-20 18:00:00,61.3188,-132.6639,8.5,2.72,6.63,1015.15,1.84,3,1,0
2022-03-21 00:00:00,48.4029,-81.0967,21.69,5.7,19.93,1019.37,5.89,3,1,0
2022-03-21 06:00:00,37.7982,-37.9526,5.43,1.99,4.59,1017.62,6.99,3,0,0
2022-03-21 12:00:00,37.0397,-28.1419,14.57,8.44,11.84,1009.69,0.82,3,1,0
2022-03-21 18:00:00,41.2609,-32.0324,16.03,1.8,15.12,1013.43,2.56,3,1,0
2022-03-22 00:00:00,54.7152,146.74,17.3,1.53,15.95,1010.34,3.3,3,1,0
2022-03-22 06:00:00,62.1568,77.0518,23.18,2.85,21.54,1008.9,2.2,3,1,0
2022-03-22 12:00:00,59.7089,38.8459,16.01,3.89,15.71,1017.78,1.94,3,1,0
2022-03-22 18:00:00,42.597,-68.6258,12.38,2.98,9.59,1007.01,5.8,3,1,0
2022-03-23 00:00:00,72.9689,116.5645,22.61,4.92,21.49,1008.53,1.22,3,0,0
2022-03-23 06:00:00,63.2054,163.8218,24.05,3.64,23.81,1007.48,6.18,3,1,0
2022-03-23 12:00:00,54.9459,115.6314,5.16,2.26,4.0,1005.55,13.67,3,1,0
2022-03-23 18:00:00,57.5274,-179.4366,23.8,2.68,22.0,1013.73,4.16,3,1,0
2022-03-24 00:00:00,48.882,49.1045,6.11,8.37,4.57,1018.81,4.73,3,0,0
2022-03-24 06:00:00,41.1479,-161.5913,23.38,5.68,21.3,1012.08,0.36,3,0,0
2022-03-24 12:00:00,46.0188,-87.2614,9.94,7.31,9.77,1005.47,9.99,3,1,0
2022-03-24 18:00:00,64.1031,-158.5711,4.96,7.59,4.11,1017.2,1.68,3,0,0
2022-03-25 00:00:00,30.6477,37.3664,15.28,3.46,12.83,1021.43,4.77,3,1,0
2022-03-25 06:00:00,35.2233,67.1724,17.47,1.55,17.23,1009.77,19.34,3,1,0
2022-03-25 12:00:00,32.0701,-138.7845,12.68,3.41,10.12,1010.61,4.53,3,1,0
2022-03-25 18:00:00,31.8328,-41.818,9.31,8.22,9.03,1015.58,6.45,3,1,0
2022-03-26 00:00:00,68.4957,-15.7549,16.95,8.65,14.44,1021.11,2.95,3,1,0
2022-03-26 06:00:00,61.6646,-47.1409,23.63,4.09,22.54,1010.4,0.31,3,0,0
2022-03-26 12:00:00,51.3378,-136.431,10.31,1.55,8.47,1006.34,7.99,3,1,0
2022-03-26 18:00:00,34.4025,-29.1788,8.89,2.73,8.43,1016.16,0.18,3,1,0
2022-03-27 00:00:00,52.1227,90.4241,15.07,3.57,14.87,1017.0,6.03,3,1,0
2022-03-27 06:00:00,51.3062,-154.4372,2.86,6.84,2.21,1013.03,0.12,3,1,0
2022-03-27 12:00:00,37.7941,-151.1352,21.81,0.92,21.43,1010.21,9.91,3,1,0
2022-03-27 18:00:00,49.5233,-52.2823,21.73,7.87,20.79,1017.97,0.86,3,1,0
2022-03-28 00:00:00,47.9327,159.0213,16.84,3.74,15.3,1015.64,3.61,3,1,0
2022-03-28 06:00:00,57.7133,60.6862,14.14,8.39,12.37,1009.16,4.55,3,1,0
2022-03-28 12:00:00,58.5792,64.3212,21.66,6.58,19.29,1013.25,3.06,3,1,0
2022-03-28 18:00:00,32.0387,-49.7088,19.05,6.64,17.08,1006.24,2.08,3,1,0
2022-03-29 00:00:00,46.8576,33.7179,19.53,5.4,17.71,1016.43,3.15,3,1,0
2022-03-29 06:00:00,58.1637,-176.3528,17.9,5.72,16.67,1011.69,1.87,3,1,0
2022-03-29 12:00:00,52.6411,48.9946,20.86,5.52,19.44,1010.82,2.88,3,1,0
2022-03-29 18:00:00,68.542,148.7833,14.83,6.05,13.59,1012.84,2.22,3,1,0
2022-03-30 00:00:00,59.6412,40.5264,15.2,5.41,12.67,1013.2,4.18,3,1,0
2022-03-30 06:00:00,37.332,134.5315,28.81,7.51,25.0,1017.47,1.36,3,0,0
2022-03-30 12:00:00,33.1756,80.6303,15.79,6.78,15.77,1015.96,22.4,3,1,0
2022-03-30 18:00:00,58.9089,-136.599,18.11,6.9,16.16,1012.22,3.47,3,1,0
2022-03-31 00:00:00,31.193,144.8832,9.58,8.52,8.97,1016.82,1.08,3,0,0
2022-03-31 06:00:00,56.3599,-156.0802,16.09,2.62,13.42,1015.0,3.24,3,1,0
2022-03-31 12:00:00,72.3104,12.2283,12.79,1.89,10.21,1010.87,10.07,3,1,0
2022-03-31 18:00:00,55.8963,-128.8306,7.29,5.63,7.06,1012.38,0.11,3,0,0
2022-04-01 00:00:00,47.4676,-175.7856,3.41,6.27,3.09,1012.26,5.69,4,1,0
2022-04-01 06:00:00,58.948,-28.0677,20.5,7.08,19.01,1015.53,3.97,4,1,0
2022-04-01 12:00:00,50.6214,-73.7853,20.04,4.05,18.22,1011.16,0.93,4,1,0
2022-04-01 18:00:00,54.5528,-5.0398,14.78,5.59,13.95,1011.05,8.5,4,1,0
2022-04-02 00:00:00,72.3659,27.792,11.31,5.59,9.16,1022.84,2.3,4,1,0
2022-04-02 06:00:00,47.3746,-164.2539,16.09,1.2,14.3,1017.7,1.74,4,0,0
2022-04-02 12:00:00,73.2536,-135.7188,5.07,6.91,4.09,1009.2,8.8,4,1,0
2022-04-02 18:00:00,70.7408,21.1113,13.97,7.73,13.9,1015.85,5.09,4,1,0
2022-04-03 00:00:00,38.8106,-56.4598,10.32,2.73,8.07,1013.59,11.43,4,1,0
2022-04-03 06:00:00,33.1213,82.5025,9.69,6.29,9.05,1014.96,4.97,4,1,0
2022-04-03 12:00:00,34.535,54.825,9.54,6.29,7.04,1013.69,6.75,4,1,0
2022-04-03 18:00:00,30.82,124.4176,12.89,2.52,11.63,1018.95,9.05,4,1,0
2022-04-04 00:00:00,34.2499,69.2974,6.82,2.81,5.09,1014.73,0.28,4,1,0
2022-04-04 06:00:00,60.7353,-25.2248,13.36,9.0,10.74,1012.69,7.48,4,1,0
2022-04-04 12:00:00,33.2035,62.268,13.17,4.33,10.58,1018.21,4.76,4,1,0
2022-04-04 18:00:00,44.3539,-80.8628,14.76,2.84,13.64,1014.17,0.36,4,1,0
2022-04-05 00:00:00,68.0194,-69.7271,10.51,2.82,9.88,1013.61,3.55,4,1,0
2022-04-05 06:00:00,31.0472,104.0347,21.95,5.65,19.62,1014.57,0.43,4,1,0
2022-04-05 12:00:00,66.6511,-19.289,6.95,6.68,5.65,1012.53,6.66,4,1,0
2022-04-05 18:00:00,42.6835,107.4169,20.19,5.63,19.62,1013.05,3.95,4,1,0
2022-04-06 00:00:00,35.3174,116.0721,6.16,2.59,3.45,1010.07,15.35,4,1,0
2022-04-06 06:00:00,61.3532,128.7224,3.61,9.29,3.02,1009.24,1.01,4,0,0
2022-04-06 12:00:00,58.3024,149.9887,16.21,3.99,16.13,1008.01,4.66,4,1,0
2022-04-06 18:00:00,69.4862,-24.8453,17.36,3.27,17.3,1006.04,1.19,4,1,0
2022-04-07 00:00:00,63.0782,-65.2079,25.91,3.61,24.04,1008.6,4.76,4,1,0
2022-04-07 06:00:00,66.1566,29.5915,14.98,4.12,12.99,1012.13,6.41,4,1,0
2022-04-07 12:00:00,42.6916,-46.3779,21.03,7.31,20.1,1013.52,6.41,4,1,0
2022-04-07 18:00:00,37.9848,36.3867,7.61,9.17,6.65,1011.64,8.44,4,0,0
2022-04-08 00:00:00,63.7777,74.0109,4.2,4.51,3.18,1001.22,9.61,4,1,0
2022-04-08 06:00:00,66.3076,67.8258,5.01,8.91,2.97,1020.87,0.4,4,0,0
2022-04-08 12:00:00,74.5727,-45.161,8.19,7.93,8.02,1018.43,2.1,4,1,0
2022-04-08 18:00:00,48.5678,-119.9303,15.69,8.38,12.9,1015.23,5.81,4,1,0
2022-04-09 00:00:00,46.7408,-25.0094,19.29,2.54,18.62,1022.54,3.45,4,1,0
2022-04-09 06:00:00,64.9386,-128.6661,4.54,6.66,1.55,1008.11,1.06,4,0,0
2022-04-09 12:00:00,45.3362,140.4349,23.37,2.36,22.86,1022.44,4.02,4,1,0
2022-04-09 18:00:00,71.8841,-55.4841,21.81,6.91,19.5,1008.17,2.62,4,1,0
2022-04-10 00:00:00,68.6286,-124.3945,11.23,1.42,10.56,1014.19,2.47,4,1,0
2022-04-10 06:00:00,49.3047,-170.8388,6.74,6.34,6.5,1006.63,8.3,4,1,0
2022-04-10 12:00:00,63.7892,52.4961,9.27,4.29,6.64,1013.07,2.62,4,1,0
2022-04-10 18:00:00,63.9544,49.2848,9.23,4.16,6.65,1014.93,0.13,4,1,0
2022-04-11 00:00:00,34.6406,-57.3825,8.25,6.83,7.04,1012.23,0.3,4,1,0
2022-04-11 06:00:00,70.6149,-154.1837,16.28,7.68,14.17,1016.57,9.7,4,1,0
2022-04-11 12:00:00,52.7364,-32.5336,6.75,6.7,5.08,1013.5,16.17,4,1,0
2022-04-11 18:00:00,67.1906,-67.9617,12.26,8.1,9.7,1010.39,5.83,4,1,0
2022-04-12 00:00:00,44.4022,63.7634,25.75,2.04,24.8,1010.17,2.27,4,1,0
2022-04-12 06:00:00,70.2985,38.0805,20.14,4.64,18.57,1017.05,13.95,4,1,0
2022-04-12 12:00:00,47.5141,-48.7463,22.59,3.84,21.14,1009.73,5.44,4,1,0
2022-04-12 18:00:00,30.4877,-101.5587,6.53,1.94,5.47,1017.58,9.3,4,0,0
2022-04-13 00:00:00,70.7422,175.6929,11.49,5.81,8.82,1019.11,7.26,4,1,0
2022-04-13 06:00:00,34.1079,-16.5594,17.17,6.08,16.67,1004.66,2.38,4,1,0
2022-04-13 12:00:00,44.3691,67.7787,8.6,6.38,8.15,1018.66,3.26,4,1,0
2022-04-13 18:00:00,72.7528,-129.4009,4.27,7.96,2.54,1023.3,1.03,4,1,0
2022-04-14 00:00:00,72.7773,-5.1877,20.22,5.05,18.25,1014.26,1.73,4,1,0
2022-04-14 06:00:00,55.8047,-170.0868,18.08,1.23,17.5,1016.0,7.53,4,1,0
2022-04-14 12:00:00,58.4327,1.9638,12.97,2.13,11.8,1018.19,11.22,4,1,0
2022-04-14 18:00:00,50.18,167.0463,14.37,5.83,11.53,1011.62,6.45,4,1,0
2022-04-15 00:00:00,43.1945,-41.6856,14.8,3.22,14.06,1013.91,3.13,4,1,0
2022-04-15 06:00:00,44.7899,-165.9614,6.13,2.52,4.13,1006.43,0.45,4,1,0
2022-04-15 12:00:00,60.2633,-168.8559,16.26,4.31,14.04,1013.69,0.29,4,1,0
2022-04-15 18:00:00,63.8569,-40.3248,6.84,6.25,5.49,1015.49,2.34,4,1,0
2022-04-16 00:00:00,65.6211,-122.391,8.0,4.33,5.19,1015.58,3.12,4,1,0
2022-04-16 06:00:00,65.5328,-171.5932,23.08,5.96,20.87,1018.33,4.7,4,1,0
2022-04-16 12:00:00,34.1043,92.2369,15.25,6.13,13.87,1009.13,0.03,4,1,0
2022-04-16 18:00:00,52.2489,-14.9317,19.55,3.21,17.84,1010.34,22.89,4,1,0
2022-04-17 00:00:00,32.5901,-75.8719,11.58,7.38,9.5,1022.48,2.26,4,1,0
2022-04-17 06:00:00,54.7288,144.0299,18.7,5.82,16.92,1012.25,9.42,4,1,0
2022-04-17 12:00:00,49.8689,-138.19,9.37,6.66,6.73,1014.0,3.83,4,1,0
2022-04-17 18:00:00,69.9467,164.1308,4.68,6.46,3.61,1012.66,0.7,4,1,0
2022-04-18 00:00:00,45.7912,-66.972,9.13,1.68,8.23,1008.89,7.99,4,1,0
2022-04-18 06:00:00,35.268,139.8253,16.8,6.39,16.16,1021.12,6.19,4,1,0
2022-04-18 12:00:00,36.4346,37.0594,18.37,3.67,18.25,1010.36,3.75,4,1,0
2022-04-18 18:00:00,64.268,117.6146,15.97,8.44,15.84,1007.36,3.61,4,1,0
2022-04-19 00:00:00,57.8198,174.2447,16.09,7.43,13.48,1010.75,0.46,4,1,0
2022-04-19 06:00:00,34.5505,-76.174,25.4,4.66,23.36,1002.99,5.33,4,1,0
2022-04-19 12:00:00,33.7848,166.0088,5.45,3.97,3.47,1009.74,12.11,4,1,0
2022-04-19 18:00:00,61.5436,-39.7865,10.31,3.1,8.47,1008.16,0.49,4,1,0
2022-04-20 00:00:00,33.2743,-41.2157,10.47,4.18,7.92,1016.09,1.53,4,1,0
2022-04-20 06:00:00,66.9837,-57.4606,18.39,4.47,16.95,1009.63,11.63,4,1,0
2022-04-20 12:00:00,61.7809,14.9067,25.47,2.32,22.86,1017.44,1.67,4,0,0
2022-04-20 18:00:00,33.6607,-124.5078,7.27,5.89,6.19,1019.99,5.31,4,1,0
2022-04-21 00:00:00,33.8177,19.3361,21.66,1.66,18.88,1016.91,3.83,4,1,0
2022-04-21 06:00:00,74.3988,15.0137,19.62,8.36,17.53,1011.92,4.54,4,1,0
2022-04-21 12:00:00,46.8422,94.2847,10.59,2.3,9.82,1013.71,2.69,4,1,0
2022-04-21 18:00:00,46.6789,120.114,16.59,8.3,14.9,1005.38,1.78,4,1,0
2022-04-22 00:00:00,66.576,-21.4411,10.59,8.75,8.99,1012.33,0.25,4,1,0
2022-04-22 06:00:00,72.6262,-71.16,20.86,4.62,20.44,1008.7,6.82,4,1,0
2022-04-22 12:00:00,74.37,-86.6394,8.37,7.46,6.59,1016.47,6.85,4,1,0
2022-04-22 18:00:00,63.902,-109.9354,21.01,3.89,20.07,1025.86,5.55,4,1,0
2022-04-23 00:00:00,46.9317,-159.2469,12.12,6.33,11.96,1015.5,5.16,4,1,0
2022-04-23 06:00:00,33.7575,-56.7187,18.72,3.35,15.88,1003.04,1.4,4,1,0
2022-04-23 12:00:00,64.9716,-82.7108,13.0,3.61,11.07,1011.19,0.11,4,1,0
2022-04-23 18:00:00,55.1282,167.9103,17.3,5.4,14.67,1013.61,8.27,4,1,0
2022-04-24 00:00:00,49.09,20.7752,23.73,4.11,21.7,1013.44,3.38,4,1,0
2022-04-24 06:00:00,70.7859,-54.9803,17.17,5.42,16.1,1009.35,1.83,4,1,0
2022-04-24 12:00:00,35.0039,28.9683,21.59,2.63,20.05,1014.23,0.54,4,1,0
2022-04-24 18:00:00,52.1681,-129.8892,6.62,4.77,4.59,1006.79,0.32,4,1,0
2022-04-25 00:00:00,30.5109,-20.1443,17.01,1.47,14.12,1008.28,2.15,4,1,0
2022-04-25 06:00:00,51.0897,45.4444,11.26,1.79,10.5,1016.23,8.17,4,1,0
2022-04-25 12:00:00,32.5336,-3.9968,12.05,3.32,9.42,1007.92,12.55,4,1,0
2022-04-25 18:00:00,35.3468,-35.3596,15.89,1.51,13.12,1015.69,11.35,4,1,0
2022-04-26 00:00:00,35.2887,177.7854,14.17,1.91,12.16,1006.15,12.63,4,1,0
2022-04-26 06:00:00,59.2145,136.9133,14.21,7.58,11.42,1021.82,11.91,4,1,0
2022-04-26 12:00:00,63.572,44.4261,21.24,0.69,20.04,1009.13,3.75,4,1,0
2022-04-26 18:00:00,56.2516,24.9759,6.85,7.09,3.99,1011.88,1.24,4,1,0
2022-04-27 00:00:00,73.2978,43.4378,20.57,2.62,18.46,1014.65,8.0,4,1,0
2022-04-27 06:00:00,46.8692,-107.5276,12.25,8.25,12.12,1010.17,1.2,4,0,0
2022-04-27 12:00:00,42.857,-37.7504,5.97,5.78,3.25,1013.72,1.55,4,1,0
2022-04-27 18:00:00,69.087,-165.7946,10.03,3.94,8.57,1015.88,1.33,4,1,0
2022-04-28 00:00:00,40.0618,-8.8034,23.32,4.31,21.94,1017.8,3.62,4,1,0
2022-04-28 06:00:00,73.345,15.4889,21.57,3.4,19.87,1016.96,1.94,4,1,0
2022-04-28 12:00:00,30.547,-98.0101,23.44,4.67,22.99,1012.14,0.84,4,1,0
2022-04-28 18:00:00,73.6445,167.0504,26.37,0.78,24.96,1012.27,3.02,4,0,0
2022-04-29 00:00:00,31.9422,147.4037,13.93,9.08,11.44,1024.75,10.35,4,1,0
2022-04-29 06:00:00,70.1014,79.9716,13.76,4.53,13.72,1017.75,4.23,4,1,0
2022-04-29 12:00:00,53.7465,12.0192,20.7,3.22,19.89,1008.39,10.53,4,1,0
2022-04-29 18:00:00,74.6834,133.1889,13.66,6.82,13.66,1013.5,1.09,4,1,0
2022-04-30 00:00:00,33.3208,-132.9652,11.32,4.28,10.07,1011.32,0.91,4,1,0
2022-04-30 06:00:00,54.9234,104.5835,12.28,7.94,10.1,1012.32,4.29,4,1,0
2022-04-30 12:00:00,73.6186,-135.0645,17.09,4.43,14.69,1006.85,3.11,4,1,0
2022-04-30 18:00:00,53.5394,105.9158,14.35,6.82,11.52,1010.94,5.4,4,1,0
2022-05-01 00:00:00,58.3229,-80.7237,7.88,2.57,6.05,1022.06,7.91,5,1,0
2022-05-01 06:00:00,61.3087,135.7526,15.23,7.75,14.47,1015.9,6.96,5,1,0
2022-05-01 12:00:00,50.4543,159.8552,16.79,6.71,14.02,1000.54,14.26,5,1,0
2022-05-01 18:00:00,58.2401,-126.4335,17.41,2.45,15.09,1019.08,2.54,5,1,0
2022-05-02 00:00:00,56.2941,-13.4368,9.78,2.68,8.06,1018.45,1.16,5,1,0
2022-05-02 06:00:00,70.5521,173.1555,18.83,3.15,16.74,1011.2,4.0,5,1,0
2022-05-02 12:00:00,32.0451,-5.9733,4.48,9.86,1.7,1016.59,0.59,5,0,0
2022-05-02 18:00:00,42.6433,130.8771,9.7,3.58,7.56,1008.7,1.7,5,1,0
2022-05-03 00:00:00,72.7685,31.9433,24.17,3.73,23.07,1010.65,1.17,5,1,0
2022-05-03 06:00:00,70.0619,-44.8812,16.3,1.11,14.17,1020.49,2.53,5,1,0
2022-05-03 12:00:00,50.5046,-77.1179,9.77,4.7,9.65,1011.64,0.59,5,1,0
2022-05-03 18:00:00,57.906,-106.8397,17.04,5.37,15.88,1003.65,0.16,5,1,0
2022-05-04 00:00:00,42.4822,94.2473,22.22,7.9,21.0,1012.68,5.35,5,1,0
2022-05-04 06:00:00,38.4655,-40.8454,18.78,4.76,18.28,1012.61,4.71,5,1,0
2022-05-04 12:00:00,50.8664,4.0592,18.84,7.17,18.77,1018.99,6.16,5,1,0
2022-05-04 18:00:00,45.9009,-2.7628,18.03,5.07,17.63,1013.07,5.4,5,1,0
2022-05-05 00:00:00,56.2645,27.8205,15.96,1.23,14.0,1010.89,0.61,5,1,0
2022-05-05 06:00:00,33.4981,131.6078,9.58,4.06,7.17,1018.23,1.72,5,1,0
2022-05-05 12:00:00,73.8478,173.0662,13.84,5.72,10.88,1013.6,0.69,5,1,0
2022-05-05 18:00:00,74.3795,-33.2697,14.39,8.67,13.36,1009.25,9.26,5,1,0
2022-05-06 00:00:00,61.4173,117.9068,14.87,7.89,13.08,1018.77,6.87,5,1,0
2022-05-06 06:00:00,54.1243,95.23,14.76,2.85,11.95,1013.97,1.13,5,1,0
2022-05-06 12:00:00,43.9287,26.4704,11.38,3.12,10.88,1013.01,2.09,5,1,0
2022-05-06 18:00:00,66.6208,164.177,9.27,3.18,7.11,1013.89,17.0,5,1,0
2022-05-07 00:00:00,60.8129,-107.8292,12.13,8.67,9.86,1007.65,4.51,5,1,0
2022-05-07 06:00:00,37.3178,-140.6649,13.12,8.01,12.85,1010.36,8.08,5,1,0
2022-05-07 12:00:00,70.9917,127.4263,20.05,6.69,17.47,1013.02,1.54,5,1,0
2022-05-07 18:00:00,67.0142,-21.9061,7.15,4.93,4.72,1012.03,1.18,5,0,0
2022-05-08 00:00:00,72.741,124.9088,16.49,4.89,16.39,1019.36,7.66,5,1,0
2022-05-08 06:00:00,62.6574,141.5125,22.14,4.0,21.87,1014.09,5.79,5,1,0
2022-05-08 12:00:00,57.6037,-157.5153,9.99,3.53,9.84,1017.27,5.71,5,1,0
2022-05-08 18:00:00,48.8209,138.0473,15.74,4.97,14.74,1013.05,4.02,5,1,0
2022-05-09 00:00:00,71.9728,-18.6051,8.77,1.87,7.24,1018.28,4.15,5,1,0
2022-05-09 06:00:00,68.9729,3.7557,17.49,1.81,15.89,1014.99,6.65,5,1,0
2022-05-09 12:00:00,32.0348,45.5733,14.81,8.11,14.01,1013.07,1.57,5,1,0
2022-05-09 18:00:00,31.1865,153.4977,10.03,7.51,7.29,1012.93,2.18,5,1,0
2022-05-10 00:00:00,46.9409,-173.1182,17.07,4.18,15.96,1008.23,10.26,5,1,0
2022-05-10 06:00:00,66.4749,-8.3364,23.78,4.26,23.64,1015.53,1.85,5,0,0
2022-05-10 12:00:00,74.4274,67.5799,6.99,4.76,6.09,1012.8,3.95,5,1,0
2022-05-10 18:00:00,36.7688,80.1745,4.37,7.99,2.78,1010.49,6.06,5,1,0
2022-05-11 00:00:00,56.7359,69.3117,21.3,6.64,20.08,1018.53,47.48,5,1,0
2022-05-11 06:00:00,47.1401,-131.6034,13.58,7.25,12.75,1006.75,2.86,5,1,0
2022-05-11 12:00:00,73.6461,-72.2176,21.18,6.16,20.78,1010.89,2.79,5,1,0
2022-05-11 18:00:00,67.8954,-50.8624,14.67,2.67,12.21,1018.14,9.24,5,1,0
2022-05-12 00:00:00,67.7248,109.5974,20.38,3.17,17.39,1014.58,8.19,5,1,0
2022-05-12 06:00:00,51.0912,-79.6464,12.12,5.05,11.13,1012.76,6.57,5,1,0
2022-05-12 12:00:00,48.6669,-104.1462,16.74,3.47,15.6,1014.26,3.11,5,1,0
2022-05-12 18:00:00,42.3033,164.6813,27.31,5.81,25.0,1013.9,1.96,5,0,0
2022-05-13 00:00:00,32.5369,-176.8092,18.95,3.24,16.79,1005.42,4.69,5,1,0
2022-05-13 06:00:00,68.9125,179.2155,7.06,2.9,5.88,1011.25,10.45,5,1,0
2022-05-13 12:00:00,66.5805,63.6557,10.92,4.6,8.21,1021.08,10.76,5,1,0
2022-05-13 18:00:00,74.9873,118.2489,9.81,9.36,8.13,1009.7,0.57,5,1,0
2022-05-14 00:00:00,74.8487,-73.937,12.32,3.08,10.97,1011.41,2.8,5,1,0
2022-05-14 06:00:00,54.9944,-174.8465,9.49,6.45,7.55,1010.29,3.12,5,1,0
2022-05-14 12:00:00,64.6044,85.633,18.29,4.14,15.43,1012.56,19.0,5,1,0
2022-05-14 18:00:00,72.5145,120.2921,15.66,1.5,13.28,1010.08,5.67,5,1,0
2022-05-15 00:00:00,68.2341,86.5714,10.86,5.32,10.74,1015.43,2.61,5,1,0
2022-05-15 06:00:00,41.1307,-128.5739,18.76,6.24,17.76,1013.99,0.13,5,1,0
2022-05-15 12:00:00,50.2745,91.2341,9.21,5.68,7.8,1016.87,4.17,5,1,0
2022-05-15 18:00:00,35.8122,96.8122,11.93,8.28,10.99,1007.75,0.51,5,0,0
2022-05-16 00:00:00,72.9323,57.0746,6.04,4.21,3.94,1011.3,8.99,5,1,0
2022-05-16 06:00:00,57.2779,95.8017,16.76,1.51,14.28,1011.87,6.98,5,1,0
2022-05-16 12:00:00,40.2889,124.5317,8.46,9.15,6.27,1015.28,3.09,5,1,0
2022-05-16 18:00:00,60.2265,40.8975,12.23,4.3,9.26,1009.03,2.8,5,1,0
2022-05-17 00:00:00,57.8158,-148.1023,10.07,6.1,9.25,1017.58,11.38,5,1,0
2022-05-17 06:00:00,46.1173,-4.454,18.71,6.96,16.09,1018.93,1.7,5,1,0
2022-05-17 12:00:00,35.1101,-152.0462,3.73,4.72,1.43,1008.06,1.43,5,1,0
2022-05-17 18:00:00,60.2208,-33.2845,18.15,6.41,17.06,1010.55,14.0,5,1,0
2022-05-18 00:00:00,53.4138,-33.4417,17.1,1.87,14.89,1010.34,8.28,5,1,0
2022-05-18 06:00:00,64.7543,-156.2365,22.29,2.6,21.98,1026.16,8.59,5,1,0
2022-05-18 12:00:00,53.4074,-54.4246,25.71,1.09,23.34,1010.85,1.09,5,0,0
